"","Name","Type of Insurance Company","Insurance Category","Insurance Company Status","Authorization Country","Country of Authorisation","Website","Link","address"
"620","N.V. VGZ CARES","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2610","NIEUWE STATIONSSTRAAT 12, 6811 KS, Arnhem Holland"
"621","N.V. ZORGVERZEKERAAR UMC","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2608","NIEUWE STATIONSSTRAAT 12, 6811 KS, Arnhem Holland"
"622","NAMUR ASSURANCES DU CREDIT S.A.","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Belgium","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1163",""
"623","NATEUS NV","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Belgium","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1957","Frankrijklei 79, 2000, Antwerpen Belgium"
"624","National General Insurance Luxembourg S.A.","Freedom To Provide Services","Non Life Insurance","License Withdrawal","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2447","ZI Am Bann, rue Leon Laval 21, 3372, Luxembourg Luxemburg"
"625","National General Life Insurance Europe S.A.","Freedom To Provide Services","Life Insurance","License Withdrawal","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2444","ZI Am Bann, rue Leon Laval 21, 3372, Luxembourg Luxemburg"
"626","NATIONAL VULCAN ENGINEERING INSURANCE GROUP LIMITED","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1225",""
"627","Nationale - Nederlanden Internationale Schadeverzekering SE","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2160","Riverbank House 4/Flm, Suite 408 Putney Bridge Approach 1, SW6 3JD, London United Kingdom"
"628","Nationale Suisse - Compagnia Italiana di Assicurazioni s.p.a.","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Italy","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=467","XXV Aprile 2, 20097, San Donato Milanese Italy"
"629","NATIONALE-NEDERLANDEN LEVENSVERZEKERING MAATSCHAPPIJ N.V.","Freedom To Provide Services","Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1234",""
"630","NATIONALE-NEDERLANDEN SCHADEVERZEKERING MAATSCHAPPIJ N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1392","Princes Beatrixlaan 35, 2595 AK'S Gravenhage , Holland"
"631","Nautilus Indemnity (Europe) dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2569","ADELAIDE ROAD 25-28, DUBLIN 2, Dublin Irland"
"632","Nautilus Indemnity (Europe) Ltd","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Malta","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2101","Strand 36, SLM 1022, Silema Malta"
"633","NAVIGATORS AND GENERAL INSURANCE COMPANY LIMITED","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1299",""
"634","Navigators International Insurance Company Ltd","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2712","Bevis Marks, Bury Court 6 London United Kingdom"
"635","NCM CREDIT INSURANCE LIMITED","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1276",""
"636","NEDERLANDSCH CREDIETVERZEKERING MAATSCHAPPIJ N.V","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1450",""
"637","NEMI Forsikring ASA","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Norway","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1534",""
"638","NEMIAN LIFE & PENSIONS S.A.","Freedom To Provide Services","Life Insurance","Ceased","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1794","Heienhaff 1A, L-1736, Senningerberg Luxemburg"
"639","NEUFLIZE VIE","Freedom To Provide Services","Life Insurance","Active","Greece","France","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1642","BOULEVARD HAUSSMANN 119-121, 75008 PARIS, Paris France"
"640","Newell Insurance dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1488","James Joyce Street The Metropolitan Building , Dublin 1, Dublin Irland"
"641","NEWLINE EUROPE Versicherung AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3341","Schanzenstrasse 28a, 51063, Cologne Germany"
"642","NEWLINE INSURANCE COMPANY Limited","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3429","Corn Exhange, Mark Lane 55 , EC3R7NE, London United Kingdom"
"643","NIEDEROSTERREICHISCHE VERSICHERUNG AG","Freedom To Provide Services","Composite","Ceased","Greece","Austria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2152","NEUE HERRENGASSE 10, 3100, St. Polten Austria"
"644","NIPPONKOA Insurance Company (Europe) Limited.","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1634","1rst Floor Devonshire Sq 6, EC2M 4YE, London United Kingdom"
"645","NISSAN INTERNATIONAL INSURANCE LTD","Freedom To Provide Services","Non Life Insurance","Active","Greece","Malta","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1771","Dragonara, Aragon House Business Centre , STJ 3140, Attard Malta"
"646","NN Hellenic Life Insurance Co. Single Member S.A.","Insurance Undertaking","Composite","Active","Greece","Greece","www.nnhellas.gr","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=12","Leof. Syggroy 198, 17671, Kallithea, Attic, Greece"
"647","NOBLE INSURANCE COMPANY DAC","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3427",""
"648","Nokatus Insurance Company dac","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2703","James Joyce Street The Metropolitan Building , Dublin 1, Dublin Irland"
"649","NORD EUROPE LIFE LUXEMBOURG","Freedom To Provide Services","Life Insurance","Liquidation","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1646","Rue Charles Martel 62, L-2134, Luxembourg Luxemburg"
"650","NORDEA LIFE & PENSIONS SA","Freedom To Provide Services","Life Insurance","Ceased","Greece","Luxemburg","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1166","Rue de Neudorf 562, L-2220, Luxembourg Luxemburg"
"651","NORDIC AMERICAN STANTARD","Insurance Undertaking","Composite","Liquidation","Greece","Greece","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=69","KOLETTI 5-7, 18537, Piraeus, Attic, Greece"
"652","Nordisk Marinforsakring AB","Freedom To Provide Services","Non Life Insurance","Active","Greece","Sweden","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2308","Narvavagen 7, 11460, Stockholm Sweden"
"653","NorthStandard EU DAC","Freedom To Provide Services","Non Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3288","Fitzwilliam Hall, Fitzwilliam Place , Dublin 2, D02 T292, Dublin Irland"
"654","NORTHSTANDARD LIMITED","Freedom To Provide Services","Non Life Insurance","Active","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=241","Quayside 100, NE1 3DU , Newcastle United Kingdom"
"655","NORWEGIAN HULL CLUB GJENSIDIG Assuranseforening","Freedom To Provide Services","Non Life Insurance","Active","Greece","Norway","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=333","Olav Kyrres Gate. P.O. Box 76 Sentrum 11, 5803, Bergen Norway"
"656","Norwich Union Life (RBS) Ltd","Freedom To Provide Services","Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1733","Rougier Street 2, YO90 1UU, York United Kingdom"
"657","NOVAE INSURANCE COMPANY LTD","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","United Kingdom","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=337","Fenchurch Street 71, EC3M 4HH, London United Kingdom"
"658","NOVISTA INSURANCE AG","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Lichtenstain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1543","Pflugstrasse 7, FL-9490 , Vaduz Lichtenstain"
"659","NP INSURANCE - NEW POSEIDON GREEK INSURANCE COMPANY SA","Insurance Undertaking","Non Life Insurance","Active","Greece","Greece","http://www.np-asfalistiki.gr","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=55","Kifisias 81 - 83, 15124, Maroussi, Attic, Greece"
"660","NRV Neue Rechtsschutz-Versicherungs-gesellschaft AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2330",""
"661","NURNBERGER ALLGEMEINE Versicherung AG","Freedom To Provide Services","Non Life Insurance","Active","Greece","Germany","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1544",""
"662","OCCIDENT GCO, SOCIEDAD ANONIMA DE SEGUROS Y REASEGUROS","Freedom To Provide Services","Non Life Insurance","Active","Greece","Spain","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2847","Avda Alcade Barnils 63, 08174, Barcelona Spain"
"663","OCTIUM LIFE DAC","Freedom To Provide Services","Life Insurance","Active","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=3464","College Park House, South Fredrick Str., 4st Floor, Dublin D2, Dublin Irland"
"664","OeKB Versicherung AG","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Austria","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1571","Strauchgasse 1-3, 1010, Vienna Austria"
"665","Ohra Ziektekostenverzekeringen N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2632","Ringbaan West 236, 5038 KE, Amsterdam Holland"
"666","Ohra Zorgverzekeringen N.V.","Freedom To Provide Services","Non Life Insurance","Active","Greece","Holland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=2634","Ringbaan West 236, 5038 KE, Amsterdam Holland"
"667","OLD MUTUAL INTERNATIONAL (IRELAND)   LTD","Freedom To Provide Services","Life Insurance","Ceased","Greece","Irland","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1218",""
"668","Omniasig Vienna Insurance Group SA","Freedom To Provide Services","Non Life Insurance","Ceased","Greece","Romania","-","https://www.bankofgreece.gr/en/main-tasks/supervision/private-insurance/insurance-undertakings/insurance-undertakings-information?PIFID=1941","B-dul Aviatorilor 28 Bucharest Romania"
